ulasan,rating,tanggal
jaringan apaan in Kouta mahal tapi jaringan ngeleg burukkkkkk bngttt kualitas jaringan betulin tu jaringan👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,2025-07-01 13:35:13
telkomsel sangat parah sinyalnya jelek banget..lebih baik XL,1,2025-07-01 13:35:07
sinyal sgt mempesona🥰🥀,3,2025-07-01 13:33:36
"benci banget sama apk ini, udah ngelag, kalo mau ambil reward loading nya lama, pokoknya suka ngebug",1,2025-07-01 13:33:31
"Transaksi kirim paket internet dan kirim pulsa via my Telkomsel zonk, laporan di riwayat transaksi berhasil tapi paket internet dan pulsa tidak diterima oleh no yg dituju. Komplain susah.",1,2025-07-01 13:33:08
luar biasa mantap my Telkomsel,5,2025-07-01 13:32:47
sangat bagus masala sinyal nya,5,2025-07-01 13:32:31
"PRAHHHHHHHHH SINYAL NYA TUHH, BINTANG 1 MASIH TERLALU BAGUS, HARUSNYA -10000000",1,2025-07-01 13:32:29
aplikasi error ga ada pembenahan setiap kali dibuka langsung force close,1,2025-07-01 13:31:54
lemotttttt......,1,2025-07-01 13:31:41
"paket mahal, transfer pulsa juga biaya nya gede",1,2025-07-01 13:31:40
"Telkomsel selain jaringannya sekarang lebih jelek yang membuat saya tidak suka adalah paket internetnya sangat tidak bersahabat dan harganya mahal di sampai di katain orang ""kartu orang kaya "" padahal saya orang yang hidupnya pas-pasan tapi harga paket Kouta bikin menyiksa.. 👎🏻👎🏻👎🏻",1,2025-07-01 13:31:33
jaringan Terjelek Sepanjang Sejarah,1,2025-07-01 13:30:35
baguss,5,2025-07-01 13:30:22
sangat baik,5,2025-07-01 13:29:59
Kenapa Pas Buka App Nya Loading Lama Banget Padahal Sinyal Baguss hadehh Benerin Dulu ni app nya,2,2025-07-01 13:29:23
Plis guys diapk ini banyak banget masalah nya mending XL,1,2025-07-01 13:29:12
"loading mulu ini aplikasi telkomsel...ga mampu kah buat bayar maintenance??? padahal harga paling mahal dari pd providers lain tapi pelayanan rendah bangt,gimana ini???",1,2025-07-01 13:29:01
JARINGAN LELET JARINGAN LELET JARINGAN LELET,1,2025-07-01 13:28:50
parah pokonya banyak minusnya,1,2025-07-01 13:28:33
"loadingnya lama banget. Mau maketin nih???? kebetulan ga ada yang bisa di tebeng, buru' maketin biar ga kepotong, gara gara loading lama, ya kepotong pulsanya. itu duit ku btw, duit ku sendiri, jangan gitu lah",3,2025-07-01 13:28:18
udah size besar sering error jelek banget,1,2025-07-01 13:27:04
banyak bug,2,2025-07-01 13:25:43
mu beli paket aja kok susah bgt skrng,2,2025-07-01 13:25:12
"nyesel perbarui, makin jelek, buat keluarkan no telkom atau hpus no di my telkom ga bisa🥴",1,2025-07-01 13:24:45
cuih kouta mahal sinyal jelek,1,2025-07-01 13:21:23
sering error,1,2025-07-01 13:20:30
"Kenapa setiap kali membuka aplikasi, selalu lama loadingnya?. padahal sudah pakai Wi-Fi maupun kuota internet masih saja lama loadingnya. dan saat mau chek sisa kuota, maupun mau beli kouta, selalu lama juga loadingnya.",1,2025-07-01 13:20:28
"pelayanan chat admin super lambat, penanganan gangguan lambat.",1,2025-07-01 13:19:59
sangat bagus,5,2025-07-01 13:19:23
Force close,1,2025-07-01 13:18:59
loading aplikasi ny lama padahal jaringan bagus,1,2025-07-01 13:18:58
puas,5,2025-07-01 13:16:46
"Kenapa ya udah 1 bulan sinyal ditempatku, Sinyal Telkomselnya jelek banget. keburu habis waktunya dibandingkan paketnya, karena sinyalnya jelek. Sumpah jelek banget sekarang aplikasi Telkomsel nya lebih suka tipe yang dulu tidak suka lemot dan keluar sendiri serta bisa dipakai untuk banyak nomor kalau sekarang cuma bisa satu nomor itu pun sering keluar² dan lemot. Jelek bangetttt Tolong dong Telkomsel diperbaiki sistemnya agar kita para pengguna aplikasi Telkomsel ini bisa puas🙏",1,2025-07-01 13:16:41
💯,5,2025-07-01 13:16:03
telkom gua lemot kuota udah abis tapi di apk nya masih ada,5,2025-07-01 13:15:53
"provider Segede Telkomsel buat buka aplikasinya syulit bngt lodingnya udah kaya apa tau.. mau hpnya di refresh mau di restart sama aja dikira hp ku yg lemot ternyata memang aplikasinya, nyoba di hp yg lain pun sama. knpa sih buat buka aplikasi Telkomsel susah bngt padahal provider nomor 1 loh.. cuman mau cek pulsa sama kuota doang tapi lemotnya nauzubillah, udah sekarang paket kuota mahal terkadang di beberapa titik juga signal tidak bersahabat",1,2025-07-01 13:15:37
Tolong perbaiki saat di beranda suka muter lama gak bisa masuk dan suka eror,1,2025-07-01 13:15:10
sangat bagus,5,2025-07-01 13:13:36
paket internet terlalu mahal,1,2025-07-01 13:12:34
"jaringannya terburuk dari jaringan kartu lainnya, buat maen game ngelag terus parah banget, jangan beli kartu As ataupun simPATI nyesel pake kartu Telkomsel",1,2025-07-01 13:12:34
bagus,1,2025-07-01 13:12:08
"15 tahun saya menggukan telkomsel, jaringan yang paling tidak bagus, tapi terpaksa pake karna di kota terkutuk saya cuma ada telkomsel dan jaringannya macam orang mabuk kecubung",1,2025-07-01 13:11:59
Mahal tiap bulan naik paket internet naiknya 10ribu,1,2025-07-01 13:10:27
mantp,5,2025-07-01 13:10:11
"""dear Telkomsel tercinta,saya sudah lama banget pakai kartu ini,saya berharap ada paketan gratis khusus pengguna setia,dapet Kouta atau apa,di event setiap ganti bulan paketan nya kecil banget, misalnya ni ya khusus pengguna setia 100gb remain days internet nya sehari sudah cukup.kikir, banget devloper nya,ayolah telkom setahun sekali ada in event seperti ini"" semua devloper kikir semua,ngapain rating 40??ayolah gaes turunin.kecewa sama admin nya gw.",1,2025-07-01 13:09:18
sekarang sinyalnya susah,1,2025-07-01 13:09:13
lemot banget aplikasi nya padahal pake iphone sama android RAM 8,1,2025-07-01 13:09:07
"ga aplikasinya ga sinyalnya taikk semua, ganti woy jgn pake Telkomsel",1,2025-07-01 13:07:03
makin lama makin lemot,1,2025-07-01 13:06:58
memuaskan,5,2025-07-01 13:04:38
telkomel parah bgt yg katanya terkenal dengan kecepatan internet nya ternyata hanya sebatas omon omon gak sesuai fakta. TOLONG DONG BENERIN JARINGAN INTERNET NYA. SAYA TINGGAL DI KOTA TAPI BERASA TINGGAL DI HUTAN SINYAL SUSAH!!!!!!!!!!,1,2025-07-01 13:03:35
lemot,1,2025-07-01 13:03:08
mantapppppp,5,2025-07-01 13:02:00
apk makin erorrr,1,2025-07-01 13:01:29
jaringan nya jelek sama suka elor apk nya,1,2025-07-01 13:01:19
"niat hati dowload apk ini biar tau informasi saldo, dan bisa beli kuota dengar cepat tapi apk nya sangat lah tidak stabil",1,2025-07-01 13:01:18
aplikasi nya gk dpt di gunakan,1,2025-07-01 13:01:16
itu extra gembiranya lemot amat kadang ga bisa ke buka padahal wifi saya bagus,3,2025-07-01 13:01:06
parah banget.... mahal doang sinyal busuk,1,2025-07-01 13:00:59
"mau tuker poin aja maintenance terus,...dri pagi sampe sekarang ga bisa,ntr klo udh bisa baru di tambahin lg bintangnya",1,2025-07-01 12:58:31
sangat membantu,5,2025-07-01 12:57:58
agak letlet sikit di kecamatan ku jaringannya,3,2025-07-01 12:56:52
"aplikasi lambat, kuota makin mahal sangat buruk kuota tambah mahal",1,2025-07-01 12:56:46
apk nya jadi lemot mau beli kuota harus hapus data aplikasi dlu terus log in ulang baeu bisa beli paket lagi,3,2025-07-01 12:56:02
👍BagusMbatu,5,2025-07-01 12:55:55
fitur banyak yang error. mahal doang fitur busuk,1,2025-07-01 12:54:59
paket nya kemahalan buat rakyat,1,2025-07-01 12:54:59
mantapppp,5,2025-07-01 12:54:56
"amat sangat buruk. lelet, lemot, gak guna.",1,2025-07-01 12:53:27
sangat puas,5,2025-07-01 12:52:55
apk Telkomsel ini kenapa ya? makin berat aja... mau pakai wifi atau data pun sama aja BEEERRRAAAAATTTT,1,2025-07-01 12:51:34
aplikasi apa ini g guna anying,1,2025-07-01 12:50:01
"Saya pelanggan Telkomsel udah lama tapi akhir²nga bagus jaringan suka hilang dan paket nya juga makin mahal tolong di perbaiki lagi,klo dsh. Bagus nanti di tambahin 🌟 nya",1,2025-07-01 12:49:55
"di bagian reward trus bagian kuota internet kaga bisa di buka malah ngeleg padahal jaringan bagus wifi kencang, kaga bisa ke buka, mohon di perbaki 🙏🙏",1,2025-07-01 12:49:50
aplikasi tolol parah bener ni apk,1,2025-07-01 12:48:31
"Kalau mau masuk aplikasi My Telkomsel Lemot banget, ini yg masalah sinyal nya apa aplikasinya??? mohon perbaikan nya ...",1,2025-07-01 12:46:56
aplikasi nya lelet kali. gak menampilkan informasi kuota yang benar. setiap di cek informasi nya berubah unah gak jelas. nge lag saat di buka,1,2025-07-01 12:45:30
"saat masuk loadingnya lama, 👎👎👎",2,2025-07-01 12:45:23
"Kuota doang mahal, aplikasi sampah, banyak bug nya",1,2025-07-01 12:43:39
"makin mahal paketnya setelah update bulan Juli. awalnya 60gb 86 rb, jdi 40gb 86 rb, makin lama makai kartunya makin mahal. jadi malas beli lagi, kecewa.",1,2025-07-01 12:42:30
"telkom skrg lemot,suka loading jelek ah apk nya skrg berubah",1,2025-07-01 12:42:20
aplikasi ppk eror terus bujang ni aplikasi heang,1,2025-07-01 12:41:58
bnyk bug ny,1,2025-07-01 12:41:31
eror mulu mana errornya lama bisa seminggu udh gitu error tiap bulan udh kek apa tau,1,2025-07-01 12:41:12
penukaran telkomsel poin ke paket data eror terus tidak bisa akses untuk tukar poin,1,2025-07-01 12:40:45
"Mau jaringan sebagus apapun, aplikasinya tetap aja lemot parah. makin lama makin nggak guna aplikasi my telkomsel",1,2025-07-01 12:40:19
mahal doang sinyal jelek,1,2025-07-01 12:38:09
jelek loading terus,1,2025-07-01 12:37:51
aplikasi jelekkkkkkk,1,2025-07-01 12:34:11
bagus,5,2025-07-01 12:31:44
aku mau bilang makasih udah ngasih sinyal ke saya walaupun jelek sinyalnya.saya cuma mau bilang Telkomsel kurang worth it udah mahal sama kurang lancar kalo lancar juga itu gak tiap hari.,4,2025-07-01 12:31:38
"aplikasi kocak,lemot parah",1,2025-07-01 12:31:08
aplikasi Lelet kadang tidak bisa diakses saat pembelian paket. mohon di perbaiki,2,2025-07-01 12:30:53
"layanan malas buruk, makin pelit",1,2025-07-01 12:28:27
super seru bagus bngt,5,2025-07-01 12:27:08
saya tidak bisa login di my telkomsel,2,2025-07-01 12:27:03
kuota ga dipakai habiss,1,2025-07-01 12:26:31
mau ambil kuota gratis tp gak bisa banyak bg ny,1,2025-07-01 12:26:03
jaringan telkomsel kenapa ya jadi hancur padahal dulu di sebut kalangan elit kalo pake telkomsel karna cepet ga lelet kaya sekarang,1,2025-07-01 12:22:59
"aplikasi gajelas apalagi sinyal Telkomsel susah kuota mahal, terus kenapa katanya internet sepuasnya 1 hari 10.000 tapi malah 12 GB doang yg masuk penipu",1,2025-07-01 12:22:47
"mau liat informasi loading nya sangat lama,,,kalau di tunggu bisa samapai tahun depan loading nya,,,mohon di perbaiki aplikasinya",1,2025-07-01 12:22:38
bk skarang loadingnya smpek bsok,2,2025-07-01 12:22:34
Emang buruk Telkomsel..semakin mundur.apakah di masa depan ini jadi penipu,1,2025-07-01 12:22:34
"mau sampe kapan ini Telkomsel pointnya maintenance Mulu dari kemarin 😡 jadi males beli Internet disini lagi,gak ada event kuota",4,2025-07-01 12:21:57
"lelet nya nauzubillah, bolak balik bolak balik ngak jadi jadi. refres berulang ulang juga ngak ngaruh..",1,2025-07-01 12:21:48
sering eror,1,2025-07-01 12:21:40
Telkomsel gak ada promonya,1,2025-07-01 12:20:16
"kocak, aneh suka nge bug, plis deh perbaruin biar ga jelekk, gabisa claim reward, trs jga koin udh kekumpul banyak tpi cuma bisa ditukerin sekali sebulan 1 koin doang masa",1,2025-07-01 12:19:14
"emang debes sihh , gw dapet kuota gratisan mulu",5,2025-07-01 12:18:56
kadang mecet,1,2025-07-01 12:18:40
aplikasi jelek dan cs yg kaya AI,1,2025-07-01 12:16:59
harga mahal ga worth it ngelag mending pakai M3 Haraga murah sinyal lumayanlah,1,2025-07-01 12:16:28
jaringan lelet,1,2025-07-01 12:16:23
trumakasih untuk mytelkomsel sangat membantu,5,2025-07-01 12:16:23
"kritik buat Telkomsel, sekarang sering tiba2 lemot kadang sinyal tiba2 ilang, harga paketan internet ya tetep aja segitu, kualitas turun, aku coba tes pakai operator lain, akses internet lancar, jarang trouble, harga paketan ya sama aja kisarannya",1,2025-07-01 12:15:03
tolong di tingkat kan jaringan nya,3,2025-07-01 12:13:03
apk jembot,1,2025-07-01 12:12:56
oke,5,2025-07-01 12:12:50
tolonglah perbaiki masuk aplikasi udah lag banyak bug padahal jaringan bagus dan aplikasi ini udah kayak aplikasi Beta gw kesel mending yang buat aplikasi ini gausah di buat membuat tidak kenyamanan aja udah loadingnya lama++stack dan gw udah ikutin langkah tapi Masih GK bisa tolong lah di perkecilin aplikasi nya biar tidak lag buka aplikasinya apalagi buka reward dan klick Kouta untuk mendapatkan internet gratis ama bener loadingnya tolong lah di update sekarang,1,2025-07-01 12:12:45
"provider terbesar,termahal,tapi jaringan busuk.memalukan...!!!",1,2025-07-01 12:12:03
tolong pihak telkomsel untuk perbaiki jaringan nya sekarang juga karena saya masih terganggu sinyal nya tidak baik walaupun pake kuota dan untuk login ke telkomselnya harus segera di perbaiki karena loading nya lama sampai nunggu beberapa detik,2,2025-07-01 12:11:46
"Aplikasi busuk. banyak yang ga bisa dibuka, aplikasi ngelag parah, kuota ga sesuai yang ada dideskripsi!",1,2025-07-01 12:10:37
"Aplikasi Bosok Apa Apa Iklan Apa Apa Error Page, Tiba² Keluar Sendiri,Ngga Bisa Di Pencet Di Perbaiki Lh Minimal Lol",1,2025-07-01 12:08:08
Ok,5,2025-07-01 12:07:26
"Aplikasi Jelek, ngakunya jangkauannya Terluas. Masih di Kota aja jaringanya lemot. udah kuota makin lama makin mahal tapi pelayanan ga ada peningkatan.",1,2025-07-01 12:06:35
yg jelas Telkomsel makin jelek parah GK seimbang sama nama besar nya,1,2025-07-01 12:06:19
"Kinerja aplikasinya sudah bagus sekarang. Menangin saya di program undi-undi hepi please, Smartphone ini udah ngelag untuk kuliah, semoga didengarkan, Terimakasih.",5,2025-07-01 12:05:25
ngelag bngt,1,2025-07-01 12:03:10
"sekarang lemot banget cuma mau buka aja loading nya lama banget, padahal kuota masih banyak sinyal penuh 4G, mau masuk aja susah loading lama padahal buka aplikasi lain lancar lancar aja, tolong di perbaiki ya biar pengguna nyaman dan senang terimakasih",1,2025-07-01 12:01:50
baik,5,2025-07-01 12:00:46
ok,5,2025-07-01 12:00:06
"burik, gak guna",1,2025-07-01 12:00:02
perhitungan kuota gak sesuai pembelian. setiap jam 23:59 reset. beli di jam 21:27 paket data 1 hari. dicek paginya malah dihitung lewat masa tenggang apalah. korup banget,1,2025-07-01 11:59:56
"aplikasi useless, berat banget load halamannya",3,2025-07-01 11:59:36
"kok lemot bangetzzz tiap buka ya. kuota ok, jaringan pake wifi. tapi pas beli paket lemot banget loading nye",1,2025-07-01 11:58:21
turunkan harga paket,2,2025-07-01 11:58:15
mantap,1,2025-07-01 11:58:13
masa di tuker point buat Kouta masa gak ada tolong di benerin ya sistem nya,1,2025-07-01 11:57:14
Sinyal nya jelek,1,2025-07-01 11:57:12
aplikasi rusak,1,2025-07-01 11:56:32
"kenapa saya tidak bisa login nomer hp saya ,selallu terjadi kesalahan",2,2025-07-01 11:55:09
"aplikasi lemot , ga akurat sangat mengecewakan",1,2025-07-01 11:51:20
kadang suka lama kalo mau cek kuota atau pulsa di aplikasi my Telkomsel padahal jaringan bagus ke apk lain aja jalan ke my Telkomsel doang gabisa masuk loading terus,2,2025-07-01 11:51:11
"kukira cuma gua yg loading nya minta ampun ternyata komen keluhannya semuanya sama, Telkomsel makin hari makin ngga kerja yaa wkwkwk",1,2025-07-01 11:49:29
aplikasi sampah,1,2025-07-01 11:49:01
Pelayanan Costumer service sangat lelet sayang di gabung my Indihome jadi satu,1,2025-07-01 11:48:56
"koneksi jelek gimimasi ini, harga kouta nya mahal malah koneksi nya jlek. harus di perbaiki ini jangan membuat penggunanya marah mulu ktika main game keneksinya ga stabil gimanasi telkomsel😡😤",5,2025-07-01 11:48:30
"Harga kuotanya sekarang pada mahal terus kuotanya dikit, buka aplikasinya loadingnya lama banget! nih bintang 1",1,2025-07-01 11:47:57
mantap,5,2025-07-01 11:47:49
jos,5,2025-07-01 11:46:45
lemot banget pas mau cek kuota di aplikasinya,1,2025-07-01 11:46:29
aplikasi berat jarang bisa kepake cek kuota sering eror,1,2025-07-01 11:43:47
lasu kau punya mai,1,2025-07-01 11:43:13
bagus sih👍,2,2025-07-01 11:42:58
aplikasi sekarang jelek. bikin pusing kebanyakan menu tapi gak kepakai.,2,2025-07-01 11:41:30
aplikasi lemot lelet,1,2025-07-01 11:40:13
jelek. alasannya? tau sendiri lah,1,2025-07-01 11:39:09
mantap min telkomsel bagus banget bisa membuat saya main game di jalan tanpa ada wifi,5,2025-07-01 11:38:42
"tolong adain lagi giganet murahh,, saya kebantu bgt sm harga 150 dpt 110gb tolonglahhh",3,2025-07-01 11:37:00
koh gax bisa di buka sih,1,2025-07-01 11:36:28
aplikasi tidak berguna,1,2025-07-01 11:35:56
jaringan lambat banget padahal cuacanya sangat cerah,3,2025-07-01 11:31:56
beri aku bonus,5,2025-07-01 11:31:38
paketnya mahal dan loading,2,2025-07-01 11:28:41
tidak ada tindak kan kah sudah banyak yang mengeluhkan ?,1,2025-07-01 11:27:09
Aplikasi Gajelas,1,2025-07-01 11:25:41
aplikasi lemot.,1,2025-07-01 11:25:39
agak lain,1,2025-07-01 11:24:01
Apalah ganguan terus mana koin di ilangan lagi jelek bet,1,2025-07-01 11:22:55
good,5,2025-07-01 11:22:35
"tolong jangan suka daur ulang nomor yg sudah tidak kepakai,saya beli no baru tapi no ini bermasalah sama pimilik lamanya.pemilik lama punya hutang dan orang orang nagihnya kesaya,jangan bikin pelangan kecewa.",1,2025-07-01 11:21:55
Paketnya tiap kartu beda beda jdi harus ganti kartu kalo mau paket yg biasa,1,2025-07-01 11:20:39
"telkomsel semakin ke sini semakin mahal harga paketanya,,,dan sistem hangus data yang bikin nyesek",1,2025-07-01 11:20:11
"pulsa saya dicuri sudah berapa bulan ini saya isi pulsa selalu dipotong sampai habis, menurut notifikasi saya menggunakan paket data.. padahal tidak pernah menggunakan paket data... sudah berulang kali chat di aplikasi sama sekali tidak direspon.. pelayanan macam apa ini..",1,2025-07-01 11:20:11
ini knpa dah makin kesini makin susah apk ini sering error' plus sinyal mkin susah juga mna mahal harga pketaan nya lgi tlong lah di perbaiki yg serius tlkomsel,2,2025-07-01 11:20:05
"perbaiki lagi apknya,selalu loading,jangan di bales dengan ""mohon coba lagi"" memang masalah server dalam apknya yang error,mau beli paket aja susah.",1,2025-07-01 11:18:56
"Aplikasi error....loading super lama. Kalah sama aplikasi sebelah....aplikasi sebelah sudah kencang,aplikasi sebelah jika ada masalah langsung diperbaiki.",1,2025-07-01 11:18:42
apk gak guna,1,2025-07-01 11:18:31
baik,5,2025-07-01 11:17:56
kenapa aplikasi my Telkomsel lemott sering ngestak juga,1,2025-07-01 11:17:32
terlalu lamban buka appnya,4,2025-07-01 11:16:59
kuotanya mahal banget sekarang mah,2,2025-07-01 11:16:22
sangat cocok,4,2025-07-01 11:15:36
reward kuota extra gembira gk bisa di klaim,1,2025-07-01 11:15:32
semakin busuk,1,2025-07-01 11:15:22
bagus,5,2025-07-01 11:15:04
"sangat Buruk, Paket tidak jelas, harga dan Aslinya Beda",1,2025-07-01 11:13:41
sangat buruk beli paket internet aja susah delai banget,2,2025-07-01 11:13:29
aplikasi gak jelas.loading lama penampilan kuotanya tidak reel,2,2025-07-01 11:12:50
loading lama mau cek kuota Dan pulsa...lemotttttt,1,2025-07-01 11:12:47
paketan mahal jaringan syulit🤣🤣🤣,1,2025-07-01 11:11:48
tidak memuaskan,1,2025-07-01 11:11:19
"Baru kali ini ngerasa kesel bgt aplikasinya eror gk jls, padahal make wifi, posisi saya gk ngidupin data agar pulsanya tidak kesedot, tapi apa pas saya bolak balik tetep aja eror aplikasinya dan pulsa saya kesedot donk, karena kesedot harus beli pulsa lagi, padahal saya beli pulsa sesuai kuota yang mau saya beli,dan saya gk pernah beli paket darurat juga sebelumnya, ya Allah gk ikhlas bgt, tolong di perbaiki lagi aplikasinya biar konsumen tidak merasa dirugikan.",1,2025-07-01 11:10:41
